reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.85,21
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.9,24
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.95,30
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.975,37
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.99,47
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.01,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.025,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.05,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.1,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.15,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.2,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.25,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.3,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.35,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.4,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.45,6
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.5,6
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.55,7
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.6,7
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.65,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.7,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.75,9
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.8,10
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.85,11
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.9,12
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.95,15
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.975,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.99,24
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.01,104
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.025,105
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.05,113
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.1,122
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.15,130
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.2,133
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.25,138
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.3,141
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.35,142
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.4,143
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.45,146
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.5,150
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.55,152
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.6,155
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.65,158
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.7,162
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.75,165
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.8,170
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.85,176
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.9,183
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.95,197
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.975,216
2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.99,238
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.01,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.025,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.05,10
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.1,12
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.15,14
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.2,16
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.25,17
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.3,18
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.35,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.4,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.45,20
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.5,22
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.55,23
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.6,24
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.65,26
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.7,27
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.75,29
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.8,30
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.85,33
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.9,37
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.95,45
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.975,54
2025-11-22,wk inc flu hosp,-1,2025-11-15,08,quantile,0.99,67
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.01,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.025,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.05,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.1,6
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.15,7
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.2,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.25,9
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.3,9
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.35,10
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.4,10
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.45,11
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.5,11
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.55,12
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.6,13
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.65,14
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.7,15
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.75,16
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.8,17
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.85,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.9,21
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.95,26
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.975,32
2025-11-22,wk inc flu hosp,-1,2025-11-15,09,quantile,0.99,40
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.01,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.025,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.05,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.1,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.15,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.2,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.25,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.3,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.35,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.4,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.45,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.5,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.55,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.6,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.65,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.7,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.75,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.8,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.85,6
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.9,7
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.95,9
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.975,12
2025-11-22,wk inc flu hosp,-1,2025-11-15,10,quantile,0.99,16
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.01,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.025,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.05,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.1,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.15,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.2,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.25,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.3,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.35,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.4,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.45,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.5,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.55,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.6,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.65,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.7,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.75,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.8,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.85,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.9,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.95,6
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.975,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,11,quantile,0.99,12
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.01,166
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.025,167
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.05,181
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.1,197
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.15,211
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.2,219
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.25,231
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.3,237
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.35,240
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.4,243
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.45,249
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.5,257
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.55,262
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.6,270
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.65,278
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.7,286
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.75,294
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.8,305
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.85,318
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.9,337
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.95,372
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.975,417
2025-11-22,wk inc flu hosp,-1,2025-11-15,12,quantile,0.99,470
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.01,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.025,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.05,22
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.1,24
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.15,27
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.2,29
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.25,32
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.3,33
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.35,34
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.4,35
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.45,36
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.5,39
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.55,40
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.6,42
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.65,44
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.7,46
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.75,49
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.8,51
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.85,55
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.9,61
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.95,71
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.975,85
2025-11-22,wk inc flu hosp,-1,2025-11-15,13,quantile,0.99,102
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.01,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.025,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.05,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.1,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.15,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.2,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.25,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.3,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.35,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.4,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.45,6
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.5,7
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.55,7
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.6,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.65,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.7,9
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.75,10
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.8,11
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.85,13
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.9,15
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.95,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.975,24
2025-11-22,wk inc flu hosp,-1,2025-11-15,15,quantile,0.99,31
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.01,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.025,4
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.05,5
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.1,6
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.15,7
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.2,8
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.25,9
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.3,9
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.35,9
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.4,10
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.45,11
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.5,11
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.55,12
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.6,13
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.65,14
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.7,15
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.75,16
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.8,17
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.85,20
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.9,22
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.95,28
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.975,35
2025-11-22,wk inc flu hosp,-1,2025-11-15,16,quantile,0.99,45
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.01,14
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.025,14
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.05,17
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.1,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.15,21
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.2,23
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.25,25
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.3,26
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.35,26
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.4,27
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.45,28
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.5,29
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.55,30
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.6,32
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.65,33
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.7,35
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.75,36
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.8,39
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.85,41
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.9,45
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.95,53
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.975,62
2025-11-22,wk inc flu hosp,-1,2025-11-15,17,quantile,0.99,73
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.01,10
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.025,10
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.05,11
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.1,13
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.15,15
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.2,16
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.25,17
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.3,18
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.35,18
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.4,19
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.45,20
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.5,21
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.55,21
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.6,23
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.65,24
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.7,25
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.75,26
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.8,27
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.85,30
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.9,32
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.95,38
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.975,45
2025-11-22,wk inc flu hosp,-1,2025-11-15,18,quantile,0.99,54
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.01,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.025,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.05,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.1,0
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.15,1
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.2,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.25,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.3,2
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.35,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.4,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.45,3
2025-11-22,wk inc flu hosp,-1,2025-11-15,19,quantile,0.5,4
